bank,quarter,speaker,firm,topic,finbert_sentiment,text
hsbc,2025-q3,KIAN ABOUHOSSEIN,JP MORGAN,-1,neutral,"Thanks for taking my questions. Just to come back on
the NBFI exposure, because you mentioned private credit just now, single digit – NBFI would
be similar. Clearly you get your US legal entity exposures, as well as the branches, which is
below $10 billion, so should we see that as overall group exposure roughly for total NBFI? Can
you confirm that?
Secondly, on tariff scenarios, you gave an impact scenario or sensitivity scenario of low single
digit on group revenues before. Clearly, things have changed, but also that was on a very
specific part of your business. I’m just trying to understand how you’re thinking about impact
scenarios going forward in the current situation and expectation of a trade deal and, secondly,
also what the impact has been so far."
hsbc,2025-q3,AMIT GOEL,MEDIOBANCA,-1,neutral,"Thank you. Two questions from me, the first just on the UK
business. It looked like there was a bit more investment and there was also a little bit of a tick
up in the impairment rate versus prior quarters. I just wanted to check what kind of investments
you’re making there for what kind of opportunity and then, on the impairment, what’s driving
that? The second one is just a follow up on the Madoff litigation. I was just kind of curious –
what is really the range of outcomes? I know it says that it could be materially different to the
provision. There are a lot of numbers in the release, so just curious how you see that range
and I was also kind of curious why a provision wasn’t taken in December 2024, when you had
the original ruling that went against. Thank you."
hsbc,2025-q3,CHEN LI,CHINA SECURITIES,3,neutral,"Thanks, Pam. I also have questions about wealth
management, because of the further interest rate cut, so whether resident new customers in
Hong Kong will slow down or keep stable. Also, how will the migration of retail deposits into
wealth management products impact on wealth management revenue? Thank you."
hsbc,2025-q3,ALASTAIR WARR,AUTONOMOUS,-1,neutral,"Morning, Pam. Thanks for making the time for us. I just
wanted to quickly return to that Hong Kong CRE question. You saw, as you touched on, some
downward migration. You said before you’ve been focused particularly on the higher LTV
problem loans and those have gone up quite a bit at, again, the third quarter versus the half
year. Could you just give us a little bit more about what’s going on in collateral there in the
background and why the ECL would be able to come down by quite a bit in terms of, say,
individual clients posting more collateral, what the values have been doing in the quarter?
Thank you."
hsbc,2025-q3,ANDREW COOMBS,CITI,-1,neutral,"Good morning. A couple of questions, please. Firstly, just to follow
up on divestments, you’ve now announced Sri Lanka. You’ve talked about Egypt retail being
up for review. I see there’s no mention of Australia or Indonesia in the slides this time, whereas
there was in Q2. Can you just provide us with an update there, particularly Australia, because
that is a potentially more sizeable divestment?
Then, the second question, just on the new disclosure on slide 7, where you provided the
resident versus non-resident split of the additional customer base in Hong Kong, perhaps you
could just give us an idea of what the split is of the stock, as well as the flow, how that changes
with Hang Seng Bank – if you were to combine the two, not just look at the red brand – and
how the revenue margins compare between resident versus non-resident. Thank you."
hsbc,2025-annual,NICK LORD,MORGAN STANLEY,-1,neutral,"Thank you very much for taking my question. I will put it as
one question in two parts. I am interested in your revenue target by 2028 of achieving 5%
revenue growth. I wonder if you could talk about some of the components of how you would
get there. Presumably Wealth is part of that, and so maybe you could talk about the Wealth
trajectory and how sustainable that is. Presumably, at some stage we are going to see a kick-in
of development of Markets in Asia, and that Markets business can grow more, so I wonder if
you could talk a little bit about how you want to grow that Markets business in Asia."
hsbc,2025-annual,JOE DICKERSON,JEFFERIES,-1,neutral,"Good set of results, guys. Just a quick question on the costs.
If you look at the 2026 number that you’ve given, the 1% growth, I know you’ve got your
recycling. How do you think about, when you peel that back – and what’s the metabolic rate of
growth in costs, particularly coming from investments, because you clearly have some global
peers who have accelerated their investments around AI? So I was just curious how you think
about that.
And then, secondly, a nit-picky question, but what rate of HIBOR have you assumed in the
banking NII guide of greater than $45 billion? Thanks."
hsbc,2025-annual,BENJAMIN TOMS,RBC,0,neutral,"Firstly, on your ROTE guidance of greater than 17%, I’m just looking
for some commentary about how sustainable you feel that guidance is beyond the announced
planning horizon. How much do you feel this guidance isn’t all-weather guidance post all the
investments that you’ve been making into the business?
Then secondly, on the Hang Seng synergies on slide 13, do you mind just talking a little bit
around why you’ve adopted two buckets that you’ve labelled ‘synergies’ and ‘upside’? Is the
upside bucket basically where there’s a lower degree of certainty over the synergies? Some
colour on what type of synergies fall into each bucket would be useful. Presumably, there’s no
incremental restructuring costs associated with the upside bucket on top of the $0.6 billion.
Thank you."
hsbc,2025-annual,MELISSA KUANG,GOLDMAN SACHS,-1,neutral,"Just two questions. In terms of the strategy that you
have, rising to 5% revenue growth, I just wanted to see if you can give a bit of a CAGR growth
instead, so we can understand the pathway there. In terms of that, will it be coming largely from
the non-banking NII portion, or will it be from the banking NII? That’s my first question.
On the second question, perhaps on the restructuring cost at HSBC of $0.6 billion, can you just
give a little flavour about what is it that we are doing and this in terms of the restructuring that
we need such a cost? Where are we focusing on in terms of delivery, and then how we’ll see
the revenue synergies? In terms of the revenue synergies, can it be as quick as next year, or
will it be more heavy into 2028 as per your three-year guidance, rising to 5%?"
hsbc,2025-annual,AMAN RAKKAR,BARCLAYS,-1,neutral,"I had two questions, please. One is around capital. There looks
like a decent chance that you’ll be within your target CET1 range in Q1, based on historical
and perhaps projected capital generation estimates. Obviously, it raises the prospect as to
whether you might be able to reintroduce a buyback earlier than planned. I don’t know if you’re
able to comment on whether that’s a realistic or plausible scenario. I guess, more specifically,
just interested in the capital allocation thought process from here. Clearly, your stock’s trading
at a level now where the return on investment around buyback might be beaten by alternative
uses of capital. Obviously, you did it with a Hang Seng, but should we be thinking about
inorganic growth as well as the compelling organic growth within your footprint.
Then I just wanted to ask around banking NII, please. Clearly, that Q4 jumping off point is
flattered by $100 million. I don’t know if there’s anything else that you’d direct us to, to strip out
of that number in terms of deposit catch up or the impact of HIBOR. I was particularly interested
in what your deposit growth assumption is that sits behind the guidance you give in 2026,
please, because I think that could be a sensitivity around the ultimate outturn of banking NII in
2026. Thank you very much."
hsbc,2025-annual,AMIT GOEL,MEDIOBANCA,-1,neutral,"Two for me. The first one, just coming back on the upgraded
ROTE targets, the 17% plus, I just want to check, in terms of how you’re thinking about that on
a year-on-year-on-year basis for 2027/28, are you thinking that ROTE continues to improve, or
are you thinking more 17% is a very acceptable and a good level, and so any additional upside
you would look to reinvest? Within that, I note that, on the LTIP, you’ve brought up the lower
end of the boundary for performance, I think to 16.5% from 14%, but the 18% at the top end
hasn’t changed. So I appreciate that’s done by the compensation committee, but I’m just
curious how you’re thinking about what an appropriate or sustainable level of return is.
And then, secondly, again just coming back, maybe more clarification on the Hang Seng Bank
benefit and restructuring charge. I guess I was just curious really for a bit more detail on the
$0.4 billion of additional benefit that I guess from an accounting standpoint can’t be treated as
a synergy, what exactly that is, and within the restructuring charge, I think previously you said
that there’s actually going to be more natural attrition and redeployment, so there’d be very
limited day-one costs, so I’m just curious what you’re spending that money on. Thank you."
hsbc,2025-annual,KIAN ABOUHOSSEIN,JP MORGAN,-1,neutral,"Thanks for taking my questions. First of all, Georges,
congratulations. I have to say you’re really driving the bank to a better process and discipline
we haven’t seen in HSBC before, if I may say so.
To the questions, tech stack – can you go a little bit more into detail? You gave a number in
2022 that you’re spending about 20% on IT as a percentage of expenses. I’m wondering if we
should think about a similar ballpark. Within that, can you go a little bit under the hood and
discuss where are you on cloud transformation? Are you done? Where are we on platforms?
Are you done or what platforms still have to be produced new or integrated data management?
So I really want to understand a little bit what you’re doing on the tech side.
And then, CRE, this is still an area where I’m a little bit uncomfortable. Stage 3 CRE China,
18% coverage; 14% on Hong Kong stage 3 – can you talk a little bit where you want to drive
that to? And clearly, I heard Pam’s remarks about provisions, and CRE was mentioned."
hsbc,2025-annual,ROB NOBLE,DEUTSCHE NUMIS,3,neutral,"Just on non-interest income in 2026, what are the
negatives in non-interest income for the next year? If you were to grow at the same level, which
was I think the low teens in 2025, you would blow through 5% revenue growth in 2026, let alone
2028 so why aren’t we much more positive on revenues than you’re sat here now? Secondly,
just on Hang Seng, what’s the difference in the local capital requirements in Hong Kong and
the UK? Does the transaction change anything in terms of minimum group regulatory
requirements and how you manage capital through the group? Thanks."
hsbc,2025-annual,CHEN LI,CHINA SECURITIES,-1,neutral,"I have a question about the preservation of Hang Seng Bank.
Could you provide further information about the growth opportunities? I want to know which
aspects of the wealth management business will have stronger synergies with Hang Seng
Bank, and what are the outlooks for the Wealth balances and Wealth Management margins?"
hsbc,2025-annual,ED FIRTH,KBW,-1,neutral,"I just had two questions. One, just talking about the HIBOR benefit in Q4 for
your net interest income, I think one of your peers talked about it as a temporary benefit. I
guess I’m not close enough to the franchises and how you price, etc, domestically. Do you
know, is there anything peculiar about you or some of the peers about the way you repriced
CASA accounts or something in Q4 which would mean that yours should be sustained, but
somebody else’s might be temporary? So I guess that’s the first question.
The second question is, I guess, slightly an extension of Rob’s question. I’m not quite sure
what is so specific about 2028 that means you can get 5% revenue growth there, but I assume
you don’t feel you can before then. I know that at the moment in 2026 we’ve got some
headwinds from interest rates, but you’ve also got very strong tailwinds around things like
wealth management. Pam highlighted that. And 2027, I guess, should be a reasonably normal
year. So I’m just trying to think, is there something that I need to think about that you can see
that is happening from 2028 and beyond that will make your revenue growth better that we’re
not seeing today? Thanks very much."
hsbc,2025-annual,ALASTAIR WARR,AUTONOMOUS,-1,negative,"Two questions. Back to Hang Seng Bank, I’m afraid. You
touched on potential upside from asset quality improving. I just wondered if that’s something
you’re thinking about in terms of maybe more active steps, or is this just about being patient
with the property cycle? Then just on the wealth side for a second question, looks like there’s
a bit of a slowdown in the new account opening in fourth quarter if you’ve got 1.1 million
customers for the year and you were running at about 300,000 a quarter. Is that just seasonal,
or anything’s changing there that we should be aware of? Thank you."
hsbc,2025-annual,KENDRA YAN,CICC,-1,neutral,"My question is related to macro side, as the newly nominated US
Federal Reserve Chair has proposed interest rate cuts and balance sheet reduction. Could you
please share your macro assumptions behind the future three-year guidance, and are there
any risks that we need to pay attention to? Thanks."
hsbc,2025-annual,KATHERINE LEI,JP MORGAN,3,neutral,"My question is still on revenue side. I think the 5% revenue
growth in 2028, and then the above 17% ROTE guidance, I think these two key drivers, one
will be on NII, and the other will be on wealth. My question is on NII. What gives HSBC the
confidence then on the sustainability of the deposit growth? One trend we noted is that, say,
for example in mainland China, with RMB appreciation and also mainland China starting to tax
its citizens globally, will that actually slow down, for example, mainland Chinese nationals
coming to Hong Kong to open new accounts and then the money flow movement? So can we
be more a bit specific on what are the key drivers and then the key path on the deposit growth?
This is number one.
Number two is on wealth and on that trend. What do you think that will have an impact on
wealth as well?"
hsbc,2025-interim,BENJAMIN TOMS,RBC CAPITAL MARKETS,-1,neutral,"The first one’s on your banking NII guidance of
$42 billion. You also provided some useful guidance on one-month HIBOR sensitivity at 1%.
Can you just give some more colour on the assumption that you’ve made within your banking
NII guidance in relation to the time it will take HIBOR to return to normalised levels?
And then, secondly, on cost of risk, the guidance range is 30 to 40 basis points, and you’ve
been at the top end of that range now for a couple of years. Is it a sensible assumption really
to think that you’ll remain in the top half of this range for at least FY26? Thank you."
hsbc,2025-interim,KIAN ABOUHOSSEIN,JP MORGAN,-1,negative,"Two questions: the first one is related to tariffs. You gave
guidance of 5% impact on revenues and I just wanted to see how we should think about that
going forward, as you don’t see anything in the numbers today.
And the second question is related to stage 1 and stage 2 movements. Clearly, your stage 2
has deteriorated. You discuss PDs, which have been adjusted, and I’m trying to understand a
little bit more detail around your movements, in particular in the corporate and commercial
bank, in terms of potential realised losses, but also model adjustments versus environment."
hsbc,2025-interim,KUNPENG MA,CHINA SECURITIES,4,negative,"I have two questions on impairments. The first one is
related to the BoCom impairment, especially that one with the VIU test. It seems that you
conduct a VIU test every quarter, but you don’t charge impairments every quarter. It seems
that the impairment charges always come together with other bad news. When you first charge
the VIU impairment in the fourth quarter of 2023, you got French disposal loss, you got a slight
miss on the cost control, so you charged the first time and, in this quarter, you got the BoCom
dilution impairment.
I also cover Chinese banks. Their fundamentals are weak, but there were no sudden drops in
fundamentals in the second quarter. It seems that VIU impairment charges always come
together with other bad news. Can you share with us a little bit more colour on the factors
triggering that kind of VIU impairment charge?
The second question is: can you share with us some views a little bit longer term on the Hong
Kong CRE outlook? You increased the credit cost assumption going forward due to the Hong
Kong CRE pressure. Is there any chance that the Hong Kong CRE pressure will further
increase your ECL assumptions going forward? I have those two questions. Thank you."
hsbc,2025-interim,AMAN RAKKAR,BARCLAYS,-1,neutral,"I had a couple of questions, please – one on net interest income
and one on costs. It’s a two-part question on NII. At face value, your banking NII guidance is
circa $42 billion for the year. Given that you’re annualising at $43 billion at H1, that does actually
imply a pretty marked step off in net interest income in H2. I just want to query whether you
really mean that or not?
There’s obviously lots of moving parts at play here, but it implies a run rate for net interest
income in H2, which I guess people will carry over into 2026. Is there an element of
conservatism in that $42 billion? Is there just too much uncertainty around HIBOR? The second
part of that first question, if I may, is: can you help me understand the levers that you’re pulling
and are able to continue pulling from here to offset this HIBOR decline? I’m specifically thinking
about deposit passthroughs.
The second question is around costs, please. I’m just interested in how hard you are pushing
the organisation right now to realise the cost savings because, outside in, I think you’re leading
a bit of a quiet revolution across the firm, to the extent that you can, and I’m hopeful that you
can realise additional cost savings over time.
Georges, I’m really interested in your reflections. Are you running at maximum capacity now,
in terms of what you’re trying to do? And just a modelling point. To me, next year – I think it
should be flattish costs next year. I don’t think consensus has got that, but a 3.5% inflation rate
on costs and the $1.1 billion of gross saves tells me it should be flat next year. If you can
comment on that as well, that would be great. Thank you so much."
hsbc,2025-interim,KENDRA YAN,CICC,3,neutral,"I have two questions. The first is about the non-interest income. I’ve
seen that HSBC delivered quite strong non-interest income in both quarter one and quarter
two, primarily driven by the wealth management FX and the capital markets-related business.
I wonder how you see the sustainability of this momentum going forward.
The second question is about the stablecoin, because there are several countries and areas
that have introduced stablecoin-related regulations. How does HSBC view the cryptocurrency
area? Do you have some reservations in this area, or will you maintain a cautious approach in
this area?"
hsbc,2025-interim,JOSEPH DICKERSON,JEFFERIES,-1,neutral,"Just a simple follow-up on the Hong Kong CRE, which I
think you’ve done a pretty good job of addressing. I guess what drove the timing of this charge,
because some of the dynamics that you point out in the interim report you could have easily
argued were there in Q4, so I guess what drove the timing of today versus Q4? And then, is
there any way to gauge what you think the appropriate coverage level is because, clearly, I
think you also had about 20 bps of credit risk migration in last year’s CET1 from this. I’m just
trying to walk through the moving parts to dimension any further charges. Thanks."
hsbc,2025-interim,GURPREET SINGH SAHI,GOLDMAN SACHS,2,neutral,"I have two, please. The first is on FX. It’s good
to see strong growth all across non-banking NII, but on FX, you called out good growth, but I
wonder, we’ve seen some unusual currency volatility in the quarter; did that not lead us to
generate above normal FX growth, and at 7%, would you call it above normal? So what were
clients’ feedback? Were they churning portfolios more, hedging, etc, during the quarter, on FX?
Because I see, Q on Q, also, it’s down.
And then, on loan growth, we see some pick-up in the UK book, but then, in Hong Kong, China
region, with the lower interest rates, are we seeing client demand come back in for loan growth,
and how do we see the outlook there? Thank you."
hsbc,2025-interim,KATHERINE LEI,JP MORGAN,4,neutral,"I have three questions. The first is that I would want to ask
about what are the outstanding parts of the threshold deduction related to the BoCom, if there
is further impairment on BoCom? If there’s further impairment on BoCom, what would the
amount be in order for that future impairment to have an impact on your CET1 ratios and share
buyback and EPS, and so forth?
Number two is related to the $0.6 billion of restructuring-related costs. What portion of it is in
the material notable items, i.e. what I mean is what portion of the $0.6 billion has no impact on
DPS, and what portion of it may have an impact on DPS?
And then, the last question is for Georges - on tokenised deposits. So may I know, for this
tokenised deposit, is it only for HSBC clients or also available for HSBC’s clients’ clients? Is
that on public chains, i.e. can clients basically use this tokenised deposit to transact crypto
assets? So say, for example, if they want to trade Bitcoin or other crypto assets, can they use
this tokenised deposit to facilitate that? Thank you."
hsbc,2026-q1,GUY STEBBINGS,BNP PARIBAS,-1,neutral,"Hi. Good morning and afternoon, everyone. Thanks for
taking questions. The first one was on wealth. Clearly, another very good performance,
particularly on Investment Distribution and Insurance. Can you talk about what you’re seeing
in terms of flows in the competitive landscape in Hong Kong right now? Mindful it’s been a very
good story, and the benchmark for comparisons is getting tougher in terms of growth rates, but,
equally, there’s no evidence of let-up in momentum, and can see another really good
performance for new business CSM, which is well above what you’re booking through the P&L
right now.
And then the second question was on private markets. Thanks for slides 15 and 16. Interested
in any changes you’re making in your approach to this segment. You’ve called out the
$400 million hit in Q1, and you’ve not identified anything comparable in the book. One of your
peers has signalled partially stepping away from some exposures in this segment as they’ve
assessed levels of financial controls. I know you said this wasn’t a big growth driver in the plan
but are you changing how you are thinking about this segment in any way? Thank you."
hsbc,2026-q1,AMIT GOEL,MEDIOBANCA,1,neutral,"Hi. Thank you. Two questions from me. One was on the cost
growth. It seemed like the cost growth was a bit higher this quarter, even ex the VP, than the
overall target for the year, so in terms of why you think the costs will be a bit more contained,
or at least the cost growth will be a bit more contained, and the drivers there?
And then the second question is on the Middle East scenario. Appreciate the extra slide. Just
curious on the stress scenarios - what would we have to see to be seeing some of that scenario
play through and to have further impact on your ECL guidance? Thank you."
hsbc,2026-q1,AMAN RAKKAR,BARCLAYS,-1,neutral,"Good morning, Pam. Thank you very much for the chance to
ask questions. I just wanted to ask one quick follow-up on the Middle East scenario. Back of
the envelope, it’s a $2-3 billion hit to PBT in terms of the mid-to-high single digit percentage on
2026. Is there any chance you could round out the disclosure in terms of what the breakdown
in that scenario is between revenues and impairments? I’m assuming it’s literally revenues and
ECLs. If you could just quantify that for us, that would be really helpful.
The second question was just on Banking NII, please. First of all, I think you’re calling out a
$100 million negative impact in the quarter. Just adding that back in, I guess, to the underlying
run rate, it looks like your Q1 Banking NII is annualising a shade above the $46 billion that you
are guiding for your full year, so I’m interested in the sequential drivers of net interest income,
please, from here, as you see them. Presumably rates are not that much of a headwind and
you’ve got some balance sheet momentum. I’m trying to work out what the negative is from
here to offset that, please."
hsbc,2026-q1,ANDREW COOMBS,CITI,-1,neutral,"Hi. A couple of follow-ups from me, please. Firstly, coming back on
the private credit exposures on slide 16, I think the exposure on which you booked the charge
today falls within the $3 billion “Securitisation financing” bucket that you list on that slide. Can
you just give us an idea, please, of how much of the exposure that you’ve taken a charge on
today accounts for of that $3 billion total, please?
Secondly, coming back to wealth, it’s difficult to quibble on 15% year-on-year growth, but that
revenue growth does look slightly weaker than your peers. Can you give us an idea of where
you think the differences are? Is it business mix, which means that you have lower transaction
income benefit year-on-year? Anything you can comment on relative performance? Thank you."
hsbc,2026-q1,KATHERINE LEI,JP MORGAN,4,neutral,"Hi, Pam. I would like to ask about the fraud case. Can we
have more colour about the fraud case - what is your total exposure? The key concern is
whether this $0.4 billion is a one-off, or are we going to see more of a step-up in impairment
charges because of these cases?
The number two question is – I look at the [ECL scenario] risk weighting. It seems like downside
scenario, now we assign 45%, versus before the war. Say, for 2025, it’s roughly 15%. Can we
get more colour – under what situations do you think we will continue to see a continued rise
in this 45% of downside scenarios? Thank you."
hsbc,2026-q1,CHRIS HALLAM,GOLDMAN SACHS,-1,positive,"Good morning, everybody. Two from me – the first on
wealth. $5 billion of that $39 billion of net new money was deposits, so it feels as though 90%
of the flows were invested, whereas, when you think about the stock of your wealth balances,
it’s closer to 60%. How should we think about that? Is that a structural change you’re seeing?
Are clients becoming more invested and, if so, what does that mean for fee margins and for
returns going forward? Within the $39 billion, without the conflict in Iran, would that number
have been higher or lower?
Second, on capital, like you said, well managed through the guidance range throughout the
HSB privatisation process. Obviously, this quarter, a couple of one-offs within the quarter, but
the underlying business performance appears to be encouraging. Given all of that, can you
comment on when you expect to restart share buybacks? Thank you."
hsbc,2026-q1,KUNPENG MA,CHINA SECURITIES,3,neutral,"Morning, Pam. I’ve got two questions for you and the
first one is about Hang Seng. I’m glad to hear the momentum in deposit and wealth
management in the first quarter and the pick up in the momentum from April. What proportion
of such momentum could be attributed to the synergies out of the Hang Seng deal? Also, some
colour on the future synergy effects of the Hang Seng deal would be helpful for us.
The second question is on HSBC’s global footprint. This is out of the proposed disposal of the
Indonesian retail business. The Indonesian market is quite important. It’s not some marginal or
less important market. I want to know HSBC’s views on your global franchise. Which markets
are important to you or which markets and which businesses are less important? Thank you."
hsbc,2026-q1,ALASTAIR WARR,AUTONOMOUS,-1,neutral,"Good morning, Pam. Thank you for taking our questions.
Just a couple of follow-ups on the credit costs and on the insurance that we touched on just a
moment ago. If you’ve got 52 basis points booked in for the first quarter on credit costs, it looks
like, therefore, to get to your 45bps over the rest of the year, that you’d be looking at a little bit
above 40bps for the remaining quarters of the year. You were at 40bps for the full year before.
Is that just implicitly building in maybe a little bit more drag from the Middle East or is there
anything else going on anywhere else for us to be thinking about?
The second point – you touched on the CSM there and how it can make a difference to how
you’re booking your speed of growth of income at the wealth line. HSBC has been really strong
on some big-ticket, quite short payment period products that some of your big-name peers in
Hong Kong are not necessary so keen on. Can I just confirm – you talked about a tenth there
– that your release rate in years is about 10 years and that this shorter payment period thing
doesn’t turn up in a shorter release rate as well? Thank you."
hsbc,2026-q1,JOSEPH DICKERSON,JEFFERIES,-1,neutral,"Hi, Pam. Thank you for taking my question. I just wanted
to ask, in terms of the numbers you’ve given – the guidance upgrade on the Banking NII, is
that taking into account effectively marking the market for the current yield curve in the UK? I
note some footnotes around you were using rates as at mid-April. Does that take account of
the yield curve in the UK? Presumably, there’s some outer-year tailwind into that and, given
you’ve got some outer-year revenue growth assumptions, I’d been keen to know how any
maturities at higher rates might influence the outer-year revenue growth rate. Many thanks."
hsbc,2026-interim,KIAN ABOUHOSSEIN,JP MORGAN,1,neutral,"I just wanted to come back to cost. I know you don’t give
cost guidance in the outer years, but what I would like to understand is just the moving parts,
ex disposals, that we should think of, in terms of drivers from wage inflation, technology
inflation, to offset what you’re doing on the other side, and investments. If you could outline
that to us, so we can put that into our own context of what we think is a growth rate.
The second question, on ODI, I hear you that it hasn’t had an impact, and thanks for the detailed
numbers, but what I really would like to understand is does it slow down the process of client
acquisition in any way from onshore China? It wasn’t clear to me if you discussed July in
particular, if there’s been any impact, that would be helpful.
Lastly, thanks for the deposit breakdown. It was very, very helpful in terms of new disclosure."
hsbc,2026-interim,PERLIE MONG,BANK OF AMERICA,-1,neutral,"On loan growth, I know you don’t have a loan growth
target anymore, but you used to talk about mid-single-digit CAGR. With Hong Kong loan growth
already there, and UK growth has been very strong as well, especially in commercial, is there
any reason why we shouldn’t think about maybe even higher than mid-single digit loan growth
from here?
Then maybe on wealth - net new money I think was $34 billion in Asia last quarter, $22 billion
this quarter, so we’re annualising somewhere in the high single digits, or maybe low double
digits. Is that a good way to think about what sustainable growth in fee income might look like?
Obviously there will be an impact from product mix and margins, etc, but if that’s the rate you’re
getting money in, is that a way to think about sustainable growth?"
hsbc,2026-interim,ALISTAIR WARR,AUTONOMOUS,3,neutral,"Two questions, if I may. First is on wealth. Could you give
us a little bit of a sense of how much of the wealth is transactional churn versus more annuity
income? Has that changed at all in the last year or two? It was something you used to call out,
particularly in Private Banking, I think. Essentially, do you have any concern in there that very
buoyant equity markets are setting a bit of a high base?
Then my second question was on the UK business. You called out the $10 billion high growth
in commercial, another $10 billion in mortgage. The UK division’s gross loans are only up by
about $10 billion, so could you give us a little bit of colour of what else you might be winding
down a bit?"
hsbc,2026-interim,KUNPENG MA,CHINA SECURITIES,-1,neutral,"I have two questions. The first is about the future trend
of revenue growth. Everything looks pretty good at this moment. Rates are higher for longer.
The market is good. Wealth is good. So I tend to think 5% as the bottom line for the revenue
growth for the next two years. I’m trying to ask if there are any potential risks for revenues for
the next two years not achieving 5%.
The second one is about CIB revenue. China outbound revenue accounts for 10% of CIB
revenue, a bit lower than I expected. Are there any targets to increase the contribution of China
outbound revenue to overall CIB revenue?"
hsbc,2026-interim,ANDREW COOMBS,CITIGROUP,-1,neutral,"A couple, please. The first one, on the year one interest
rate sensitivity, there’s been quite a decline in the Hong Kong dollar sensitivity to an upwards
100-basis-point shift. It was $310 million, it’s now $25 million, so if you could just comment on
the cause of that, and you now have a non-symmetrical payoff both on the dollar and on the
Hong Kong dollar, between 100 bps up versus 100 bps down, so again, any commentary?
Then the second question on Turkey and Egypt. We can get the subsidiary accounts, but you’re
only selling the retail and SME parts of the business, so anything you can do to help us drill
down a bit further into the revenue contribution within Turkey and Egypt that you’re divesting?"
hsbc,2026-interim,CHRIS HALLAM,GOLDMAN SACHS,-1,neutral,"A follow-up question on costs. How do you characterise
the degree of confidence you have in the growth dynamics you’re seeing accelerate, and the
requisite investment spend you need to do behind that? And when the businesses talk to you
about the changing nature of growth, are they also changing their view on the operating
leverage or jaws associated with the new growth dynamics, the accelerated growth dynamics?
The second question, you talked a little bit on the interconnectivity between CIB and Wealth.
Maybe it’s impossible to answer, but how would you characterise how much of that referral
revenue, if you want to call it that, is specific transaction-related – an IPO, M&A activity, etc –
versus just doing a better job of understanding, isolating and monetising wealthy customers
who happen to sit in your corporate CIB network and referring them to Wealth?"
hsbc,2026-interim,KATHERINE LEI,JP MORGAN,3,neutral,"Do we have a bit more colour on Wealth, on the $25 billion
net new money in this quarter or the $39 billion last quarter? What is the structure of it? What
percentage is from Private Banking, what percentage is from Premium or Premium Elite, and
what is from mass market, so we can roughly get a sense of the different client segments
contributing to Wealth income?
The other one is Hong Kong - loan and deposit growth for HSBC is slower than reported by the
industry. You explained a bit on the loan side. How about on deposit side? What is the driver
for losing market share? And what are we going to do about it?"
hsbc,2026-interim,EMMA XU,BANK OF AMERICA,-1,negative,"I have two questions. The first is about tax. I previously had
the impression that there is room for you to reduce tax in the coming years, and some of your
peers have indicated that there is a structural decline of their tax in the coming years, although
from a higher base. But in the first half, your effective tax is slightly higher than the first half of
last year. Is this still a reasonable assumption that your tax could decline in the coming years?
The second question is that you mentioned that for this year you may consider increasing
variable pay, given the very strong business momentum. How much is variable pay within your
total operating costs?"
hsbc,2026-interim,ALVARO SERRANO,MORGAN STANLEY,-1,neutral,"My question is on loan growth and the capital
intensity of that loan growth. RWAs grew a bit higher than the loans. There’s the CIB balance
sheet in there as well, but when we look across the sector, a lot of loan growth is coming from
mid- to large-corporates, i.e. lower RWA density growth. As we look forward, loan growth is
accelerating a pretty big opportunity there. I want to invite you to comment on the capital
intensity of the loan growth you’re seeing as we think about RWA growth going forward, and
your capacity to fund that and fine-tune whatever is left for buybacks.
Second, we’ve had, since we last spoke, the Financial Stability Report, the proposal on the
leverage ratio as well the ring-fence proposal, and we’re going to have lower pillar 2As. Can
you update us on your views there if anything has changed, made you more optimistic?"
hsbc,2026-interim,GUY STEBBINGS,BNP PARIBAS,-1,neutral,"A couple of questions on capital, the first building on the
last one in terms of the UK regulatory backdrop. As we think forward towards an update from
the Bank of England, is there anything you’re particularly focused on for HSBC which you think
would move the needle in terms of your requirements, which you think there’s a realistic chance
of some changes? I’m interested to get your perspective there.
The second one was on AT1 costs, quite hard to calculate, but I think they might be fractionally
higher than last year on a run rate basis. In terms of looking forward, if we’ve got RWA growth
in the future or more loan growth, would you need to do more AT1 issuance? Or are you well
stocked from here?"
hsbc,2026-interim,GUY STEBBINGS,BNP PARIBAS,-1,neutral,"I have a couple of questions around growth. It does sound
like part of the message today is that there’s more opportunities out there to deploy capital into
the business, so it’s more of a priority over buybacks from here. I have two questions falling off
that. What metrics are you looking at when making that decision? Presumably there’s a
demand point here, but also a spread point, so perhaps you could talk about where you’re
seeing good opportunities on both the volume and spreads right now. Attached to that, when it
comes to capital generated from upcoming sales, are we going to think about the priority being
deployment back into the business, rather than buybacks?
On net interest income, clearly it’s been a good Q2 print. You’ve got hedge support in the
second half, and again, there’s been this more upbeat message on volume dynamics. I’m
struggling a little bit with the guidance for the second half of the year if we’re expecting that to
work through. What is it that means that we don’t see growth in the second half versus that Q2
run rate?"
hsbc,2026-interim,ALASTAIR WARR,AUTONOMOUS,1,neutral,"Two questions on costs, if I may. The first is quite simple,
if you could just give a little bit more colour on where the additional simplification saves are
coming from and what’s changed there. A second question, just looking a bit further out, really.
You’ve talked about the revenue in the medium term moving up towards 5% growth. We’ve got
a little bit more nuance today on variable costs. There are jaws built into consensus two/three
years out. I just wonder if you could talk about the potential trend for reported cost growth, just
bearing in mind that moving up to 5% on the revenue side in the next couple of years."
